12:12:00 system           | rule-engine started (pid=24242)
12:12:15 rule-engine      | [2022-11-10 12:12:15.028] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"JerqydMe","timestamp":"2022-11-10T12:12:15.026853Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:12:15 heartbeat        | [2022-11-10 12:12:15.039] [DEBUG]: Received message: b'{"id":"JerqydMe","timestamp":"2022-11-10T12:12:15.026853Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:12:15 telegram-adapter | [2022-11-10 12:12:15.050] [DEBUG]: Producer for topic=public/default/workspace-ms-ivo-app-telegram-sent-message-event created with configuration={'compression_type': _pulsar.CompressionType.LZ4, 'batching_enabled': True, 'block_if_queue_full': True, 'send_timeout_millis': 0}.
12:12:15 telegram-adapter | [2022-11-10 12:12:15.050] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-sent-message-event>: b'{"id": "UvK3fZZA", "timestamp": "2022-11-10T12:12:14.997704Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "185", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:14.000000Z", "text": "Okay, turning my engines on. Let\'s start!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}'
12:12:15 rule-engine      | [2022-11-10 12:12:15.052] [DEBUG]: Evaluating agent SMITH
12:12:15 telegram-adapter | [2022-11-10 12:12:15.062] [DEBUG]: Producer for topic=public/default/workspace-ms-ivo-app-agents-input created with configuration={'compression_type': _pulsar.CompressionType.LZ4, 'batching_enabled': True, 'block_if_queue_full': True, 'send_timeout_millis': 0}.
12:12:15 telegram-adapter | [2022-11-10 12:12:15.062] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "p33Wd0bW", "timestamp": "2022-11-10T12:12:15.051919Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "KvFTI0Nu", "timestamp": "2022-11-10T12:12:14.874155Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "Okay, turning my engines on. Let\'s start!"}, "success": true, "message": {"id": "UvK3fZZA", "timestamp": "2022-11-10T12:12:14.997704Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "185", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:14.000000Z", "text": "Okay, turning my engines on. Let\'s start!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}'
12:12:15 rule-engine      | [2022-11-10 12:12:15.064] [DEBUG]: Adding facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:12:15 rule-engine      | [2022-11-10 12:12:15.065] [DEBUG]: Adding signals: [(AgentCreated(agent=Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)),signals)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.073] [INFO]: Smith's heartbeat - num agents: 2
12:12:15 rule-engine      | [2022-11-10 12:12:15.074] [DEBUG]: Rule fired: Smith's Heartbeat
12:12:15 rule-engine      | [2022-11-10 12:12:15.076] [INFO]: New agent: Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)
12:12:15 rule-engine      | [2022-11-10 12:12:15.076] [DEBUG]: Rule fired: Register new agent
12:12:15 rule-engine      | [2022-11-10 12:12:15.080] [DEBUG]: Received message: '{"id": "p33Wd0bW", "timestamp": "2022-11-10T12:12:15.051919Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "KvFTI0Nu", "timestamp": "2022-11-10T12:12:14.874155Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "Okay, turning my engines on. Let's start!"}, "success": true, "message": {"id": "UvK3fZZA", "timestamp": "2022-11-10T12:12:14.997704Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "185", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:14.000000Z", "text": "Okay, turning my engines on. Let's start!", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}
12:12:15 rule-engine      | [2022-11-10 12:12:15.082] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"sE0n7Kpu","timestamp":"2022-11-10T12:12:15.079508Z","signalType":"EVENT","from":"SMITH","eventType":"Evaluation","agentId":"SMITH","evaluatedAt":"2022-11-10T12:12:15.081827Z"}
12:12:15 rule-engine      | [2022-11-10 12:12:15.083] [DEBUG]: Updating facts: [Smith(super=Agent(id=SMITH, connections={}, type=Smith))]
12:12:15 rule-engine      | [2022-11-10 12:12:15.093] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"ikdfuUgN","timestamp":"2022-11-10T12:12:15.092223Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}
12:12:15 heartbeat        | [2022-11-10 12:12:15.103] [DEBUG]: Received message: b'{"id":"ikdfuUgN","timestamp":"2022-11-10T12:12:15.092223Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}'
12:12:15 rule-engine      | [2022-11-10 12:12:15.141] [DEBUG]: Evaluating agent yYlKULq0
12:12:15 rule-engine      | [2022-11-10 12:12:15.155] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.164] [DEBUG]: Adding signals: [(TelegramResult(success=true, message=TelegramSentMessage(messageId=185, chatId=5733149430, sentAt=2022-11-10T12:12:14, text=Okay, turning my engines on. Let's start!, mediaList=null, keyboardData=null, multipleAnswer=null, expireAt=null, messageReanswerable=false)),signals)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.169] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"JZb4emQ5","timestamp":"2022-11-10T12:12:15.168180Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:12:15.169059Z"}
12:12:15 rule-engine      | [2022-11-10 12:12:15.170] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.177] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"KwA8mfr9","timestamp":"2022-11-10T12:12:15.175995Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:12:15 heartbeat        | [2022-11-10 12:12:15.190] [DEBUG]: Received message: b'{"id":"KwA8mfr9","timestamp":"2022-11-10T12:12:15.175995Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:12:15 gpt3-adapter     | [2022-11-10 12:12:15.834] [DEBUG]: Producer for topic=public/default/workspace-ms-ivo-app-agents-input created with configuration={'compression_type': _pulsar.CompressionType.LZ4, 'batching_enabled': True, 'block_if_queue_full': True, 'send_timeout_millis': 0}.
12:12:15 gpt3-adapter     | [2022-11-10 12:12:15.834] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0hjmJH0AXSOKNQQxBJj3t4gQ1o7", "timestamp": "2022-11-10T12:12:15.810694Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "QYeJ0Qi5", "timestamp": "2022-11-10T12:12:14.972568Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You\'re an AI system called Nola Brzina. You\'re talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\\nHuman: Hey\\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\\n\\nHey there! How are you doing today?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082335, "usage": {"prompt_tokens": 46, "completion_tokens": 11, "total_tokens": 57}}'
12:12:15 rule-engine      | [2022-11-10 12:12:15.852] [DEBUG]: Received message: '{"id": "cmpl-6B0hjmJH0AXSOKNQQxBJj3t4gQ1o7", "timestamp": "2022-11-10T12:12:15.810694Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "QYeJ0Qi5", "timestamp": "2022-11-10T12:12:14.972568Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\nHuman: Hey\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\n\nHey there! How are you doing today?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082335, "usage": {"prompt_tokens": 46, "completion_tokens": 11, "total_tokens": 57}}
12:12:15 rule-engine      | [2022-11-10 12:12:15.870] [DEBUG]: Evaluating agent yYlKULq0
12:12:15 rule-engine      | [2022-11-10 12:12:15.881] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.888] [DEBUG]: Adding signals: [(GPT3Completion(choices=[CompletionChoice(text=
12:12:15 rule-engine      | Hey there! How are you doing today?, index=0, logprobs=null, finish_reason=stop)], model=text-davinci-001),signals)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.894] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-adapter-input>: {"id":"3ot5LqBj","timestamp":"2022-11-10T12:12:15.894396Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"Hey there! How are you doing today?","keyboardData":null,"mediaList":null}
12:12:15 rule-engine      | [2022-11-10 12:12:15.895] [DEBUG]: Rule fired: Send GPT3 response
12:12:15 rule-engine      | [2022-11-10 12:12:15.898] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"iWGBbb9l","timestamp":"2022-11-10T12:12:15.897038Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:12:15.897871Z"}
12:12:15 rule-engine      | [2022-11-10 12:12:15.898] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:12:15 rule-engine      | [2022-11-10 12:12:15.905] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"E8ybguop","timestamp":"2022-11-10T12:12:15.905200Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\n","AI: Hey there! How are you doing today?\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}
12:12:15 telegram-adapter | [2022-11-10 12:12:15.908] [DEBUG]: Received message: b'{"id":"3ot5LqBj","timestamp":"2022-11-10T12:12:15.894396Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"Hey there! How are you doing today?","keyboardData":null,"mediaList":null}'
12:12:15 telegram-adapter | [2022-11-10 12:12:15.910] [INFO]: Send message with text "Hey there! How are you doing today?" to 5733149430
12:12:15 heartbeat        | [2022-11-10 12:12:15.911] [DEBUG]: Received message: b'{"id":"E8ybguop","timestamp":"2022-11-10T12:12:15.905200Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: Hey\\n","AI: Hey there! How are you doing today?\\n"],"lastInteractionTime":"2022-11-10T12:12:14.967580Z","pinged":false,"personality":"friendlyAI","max_MEMORY":6}}'
12:12:16 telegram-adapter | [2022-11-10 12:12:16.159] [DEBUG]: Successfully sent Telegram Message.
12:12:16 telegram-adapter | [2022-11-10 12:12:16.163] [DEBUG]: Saved SentMessage 186
12:12:16 telegram-adapter | [2022-11-10 12:12:16.164] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-sent-message-event>: b'{"id": "nCM3MaXw", "timestamp": "2022-11-10T12:12:16.164537Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "186", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:16.000000Z", "text": "Hey there! How are you doing today?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}'
12:12:16 telegram-adapter | [2022-11-10 12:12:16.166] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "CRRGQFvU", "timestamp": "2022-11-10T12:12:16.166013Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "3ot5LqBj", "timestamp": "2022-11-10T12:12:15.894396Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "Hey there! How are you doing today?"}, "success": true, "message": {"id": "nCM3MaXw", "timestamp": "2022-11-10T12:12:16.164537Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "186", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:16.000000Z", "text": "Hey there! How are you doing today?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}'
12:12:16 rule-engine      | [2022-11-10 12:12:16.182] [DEBUG]: Received message: '{"id": "CRRGQFvU", "timestamp": "2022-11-10T12:12:16.166013Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "3ot5LqBj", "timestamp": "2022-11-10T12:12:15.894396Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "Hey there! How are you doing today?"}, "success": true, "message": {"id": "nCM3MaXw", "timestamp": "2022-11-10T12:12:16.164537Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "186", "chatId": "5733149430", "sentAt": "2022-11-10T12:12:16.000000Z", "text": "Hey there! How are you doing today?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}
12:12:16 rule-engine      | [2022-11-10 12:12:16.190] [DEBUG]: Evaluating agent yYlKULq0
